Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,StdD Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length
www.netflix.com,54.74.73.31,True,True,False,2,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
www.gstatic.com,142.250.181.195,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.10961294174194336,0.002780437469482422,0.0,0.0,314.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
www.linkedin.com,13.107.42.14,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.022925496101379395,0.0002397298812866211,0.0,0.0,315.0,0.0,0.0,0.0,4.0,0.0,334.0,0.0
www.microsoft.com,2.23.181.156,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.010506868362426758,0.003865957260131836,0.0,0.0,316.0,0.0,0.0,0.0,7.0,0.0,216.0,0.0
www.live.com,204.79.197.212,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.02093505859375,0.0028324127197265625,0.0,0.0,311.0,0.0,0.0,0.0,4.0,0.0,334.0,0.0
www.google.com,142.251.209.132,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.13584625720977783,0.01388084888458252,0.0,0.0,313.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
www.facebook.com,157.240.210.35,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.014695405960083008,0.0017681121826171875,0.0,0.0,315.0,0.0,0.0,0.0,4.0,0.0,1354.0,0.0
www.microsoft.com,2.23.181.156,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.11626589298248291,0.11043965816497803,0.0,0.0,316.0,0.0,0.0,0.0,7.0,0.0,216.0,0.0
www.googleapis.com,142.251.209.138,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.12550508975982666,0.00029861927032470703,0.0,0.0,317.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
www.youtube.com,142.250.181.206,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.11210620403289795,0.0010277032852172852,0.0,0.0,314.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
www.apple.com,2.16.252.237,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.010486721992492676,3.6597251892089844e-05,0.0,0.0,312.0,0.0,0.0,0.0,7.0,0.0,216.0,0.0
www.google.com,142.251.209.132,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.12449157238006592,0.0009304285049438477,0.0,0.0,313.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
www.twitter.com,104.244.42.193,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.01690995693206787,0.0005172491073608398,0.0,0.0,314.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0
www.instagram.com,157.240.210.174,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.00790107250213623,0.0035282373428344727,0.0,0.0,316.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
www.microsoft.com,2.23.181.156,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.03238046169281006,0.00745999813079834,0.0,0.0,316.0,0.0,0.0,0.0,7.0,0.0,216.0,0.0
