Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,StdD Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length
google.com,142.250.181.206,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.1135714054107666,0.0,0.0,0.0,309.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
facebook.com,157.240.210.35,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.024347305297851562,0.0,0.0,0.0,311.0,0.0,0.0,0.0,4.0,0.0,1354.0,0.0
microsoft.com,20.112.250.133,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.177931547164917,0.0,0.0,0.0,312.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
googleapis.com,142.250.181.196,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.37543296813964844,0.0,0.0,0.0,313.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
youtube.com,142.251.209.142,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.24059295654296875,0.0,0.0,0.0,310.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
apple.com,17.253.144.10,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0212860107421875,0.0,0.0,0.0,308.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
google.com,142.250.181.206,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.34635162353515625,0.0,0.0,0.0,309.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
twitter.com,104.244.42.193,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.020929813385009766,0.0,0.0,0.0,310.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0
instagram.com,157.240.210.174,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.00976419448852539,0.0,0.0,0.0,312.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
microsoft.com,20.112.250.133,True,True,False,1,0.0,0.0,0.0,100.0,0.0,0.0,0.14158296585083008,0.0,0.0,0.0,312.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
