Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length
google.com,142.250.181.206,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.49924941062927247,0.0,0.0,314.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0
facebook.com,157.240.210.35,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.20808193683624268,0.0,0.0,316.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0
microsoft.com,20.236.44.162,True,True,False,10,0.0,0.0,0.0,80.0,0.0,20.0,0.17225632667541504,0.0,0.0,317.0,0.0,1.0,0.0,3.2,1.6000000000000003,0.0,0.0
googleapis.com,142.250.181.196,True,True,False,10,0.0,0.0,0.0,100.0,0.0,0.0,0.2990746974945068,0.0,0.0,318.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
youtube.com,142.251.209.142,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.09465384483337402,0.0,0.0,315.0,0.0,1.0,0.0,19.1,0.2999999999999999,0.0,0.0
apple.com,17.253.144.10,True,True,False,10,0.0,0.0,0.0,100.0,0.0,0.0,0.2756065845489502,0.0,0.0,313.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
