Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,StdD Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length
www.apple.com,2.16.252.237,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.11634969711303711,0.0944356918334961,0.0,0.0,312.0,0.0,0.0,0.0,7.0,0.0,216.0,0.0
www.google.com,142.251.209.132,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.12155616283416748,0.008443951606750488,0.0,0.0,313.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
www.twitter.com,104.244.42.193,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.015668153762817383,0.004573345184326172,0.0,0.0,314.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0
www.instagram.com,157.240.210.174,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.007050514221191406,0.002826690673828125,0.0,0.0,316.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
www.microsoft.com,2.23.181.156,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.010150671005249023,0.005578756332397461,0.0,0.0,316.0,0.0,0.0,0.0,7.0,0.0,216.0,0.0
www.google.com,142.251.209.132,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.1416616439819336,0.012061357498168945,0.0,0.0,313.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
www.facebook.com,157.240.210.35,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.015096902847290039,0.002279520034790039,0.0,0.0,315.0,0.0,0.0,0.0,4.0,0.0,1354.0,0.0
www.microsoft.com,2.23.181.156,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.11458492279052734,0.10067391395568848,0.0,0.0,316.0,0.0,0.0,0.0,7.0,0.0,216.0,0.0
www.googleapis.com,142.250.181.202,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.11314868927001953,0.0068323612213134766,0.0,0.0,317.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
www.youtube.com,142.250.181.206,True,True,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.11315381526947021,0.0066024065017700195,0.0,0.0,314.0,0.0,0.0,0.0,5.0,0.0,1178.0,0.0
