Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,StdD Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length
google.com,142.250.181.206,True,False,False,2,0.0,0.0,50.0,50.0,0.0,0.0,0.059943556785583496,0.05011284351348877,1.0,0.0,321.0,1.0,12.0,1.0,7.0,3.0,897.0,669.0
facebook.com,157.240.210.35,True,False,False,2,0.0,0.0,100.0,0.0,0.0,0.0,0.006385684013366699,0.00041735172271728516,1.0,0.0,323.0,1.0,12.0,1.0,6.0,0.0,0.0,0.0
microsoft.com,20.231.239.246,True,False,False,2,0.0,0.0,100.0,0.0,0.0,0.0,0.10539805889129639,0.0012432336807250977,1.0,0.0,324.0,1.0,12.0,1.0,5.0,0.0,0.0,0.0
googleapis.com,142.250.181.196,True,False,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.10483086109161377,9.047985076904297e-05,1.0,0.0,330.5,9.5,17.5,9.5,4.0,0.0,1561.0,0.0
youtube.com,142.251.209.142,True,False,False,2,0.0,0.0,100.0,0.0,0.0,0.0,0.026856660842895508,0.0004799365997314453,1.0,0.0,327.5,9.5,17.5,9.5,11.0,0.0,0.0,0.0
apple.com,17.253.144.10,True,False,False,2,0.0,0.0,100.0,0.0,0.0,0.0,0.12386250495910645,0.10896992683410645,1.0,0.0,325.5,9.5,17.5,9.5,10.0,0.0,308.0,0.0
www.google.com,142.251.209.132,True,False,False,2,0.0,0.0,100.0,0.0,0.0,0.0,0.01898062229156494,0.0009483098983764648,1.0,0.0,330.5,9.5,17.5,9.5,10.0,0.0,221.0,0.0
twitter.com,104.244.42.129,True,False,False,2,0.0,0.0,0.0,100.0,0.0,0.0,0.013189911842346191,0.00040352344512939453,1.0,0.0,327.5,9.5,17.5,9.5,5.0,0.0,0.0,0.0
instagram.com,157.240.210.174,True,False,False,2,0.0,0.0,100.0,0.0,0.0,0.0,0.010894775390625,0.00021409988403320312,1.0,0.0,329.5,9.5,17.5,9.5,6.0,0.0,0.0,0.0
google.com,142.250.181.206,True,False,False,2,0.0,0.0,100.0,0.0,0.0,0.0,0.1509101390838623,0.1024160385131836,1.0,0.0,326.0,4.0,17.0,4.0,10.0,0.0,229.5,1.5
