Rank,Domain,Use_Sub_www(Rel),Use_Host_Sub(Rel),Use_Host_Sub(Abs),Relative URI,Absolute URI,URI_Option
1547,www.xvideos.com,True,indifferent,indifferent,True,True,indifferent
1555,www.realtor.com,True,indifferent,indifferent,True,True,indifferent
1558,hollywoodbets.net,unknown,True,True,True,True,indifferent
1562,www.disneyplus.com,indifferent,indifferent,indifferent,True,True,indifferent
1566,joyclub.de,True,indifferent,True,True,True,indifferent
1569,bartarinha.ir,True,indifferent,True,True,True,indifferent
1570,www.xnxx.com,True,indifferent,indifferent,True,True,indifferent
1573,servicewebly.com,indifferent,indifferent,indifferent,True,True,indifferent
1574,haber7.com,True,indifferent,True,True,True,indifferent
1575,www.google.co.in,True,indifferent,indifferent,True,True,indifferent
1577,pussyspace.com,True,indifferent,True,True,True,indifferent
1580,www.lowes.com,indifferent,indifferent,indifferent,True,True,indifferent
1581,unifi-ai.com,indifferent,indifferent,indifferent,True,True,indifferent
1583,rokna.net,unknown,True,True,True,True,indifferent
1587,abola.pt,unknown,True,True,True,True,indifferent
1588,xvideos.es,True,indifferent,True,True,True,indifferent
1590,porn300.com,True,indifferent,True,True,True,indifferent
1591,sondakika.com,True,indifferent,True,True,True,indifferent
1596,fabswingers.com,True,indifferent,True,True,True,indifferent
1600,1377x.to,True,indifferent,True,True,True,indifferent
1601,www.speedtest.net,True,indifferent,indifferent,True,True,indifferent
1602,pornhub.org,unknown,True,True,True,True,indifferent
1605,www.google.pl,True,indifferent,indifferent,True,True,indifferent
1606,goojara.to,True,indifferent,True,True,True,indifferent
1607,topmanhua.com,unknown,True,True,True,True,indifferent
1610,brainly.co.id,True,indifferent,indifferent,True,True,indifferent
1612,kurir.rs,unknown,True,indifferent,True,True,indifferent
1614,www.wayfair.com,indifferent,indifferent,indifferent,True,True,indifferent
1615,serviporno.com,unknown,True,True,True,True,indifferent
1616,hdtube.porn,True,indifferent,True,True,True,indifferent
1618,www.goodreads.com,True,indifferent,indifferent,True,True,indifferent
1620,xnxx.health,indifferent,indifferent,indifferent,True,True,indifferent
1621,xnxx.press,True,indifferent,True,True,True,indifferent
1626,fpo.xxx,True,indifferent,True,True,True,indifferent
1632,www.accuweather.com,indifferent,indifferent,indifferent,True,True,indifferent
1638,business.facebook.com,True,indifferent,indifferent,True,True,indifferent
1643,wnacg.com,indifferent,indifferent,indifferent,True,True,indifferent
1646,www.google.fr,True,indifferent,indifferent,True,True,indifferent
1647,prokerala.com,unknown,True,True,True,True,indifferent
1649,sexvid.pro,True,indifferent,True,True,True,indifferent
1652,www.wattpad.com,True,indifferent,indifferent,True,True,indifferent
1654,www.google.com.tw,True,indifferent,indifferent,True,True,indifferent
1655,bestsexporno.com,True,indifferent,True,True,True,indifferent
1656,tondae.net,indifferent,indifferent,indifferent,True,True,indifferent
1657,www.mlb.com,indifferent,indifferent,indifferent,True,True,indifferent
1658,aajtak.in,unknown,True,True,True,True,indifferent
1659,faq.whatsapp.com,True,indifferent,indifferent,True,True,indifferent
1660,1mg.com,unknown,True,True,True,True,indifferent
1663,www.researchgate.net,indifferent,indifferent,indifferent,True,True,indifferent
1664,www.costco.com,indifferent,indifferent,indifferent,True,True,indifferent
1665,us.shein.com,indifferent,indifferent,indifferent,True,True,indifferent
1666,leroymerlin.es,True,indifferent,True,True,True,indifferent
1667,sellercentral.amazon.com,indifferent,indifferent,indifferent,True,True,indifferent
1669,www.w3schools.com,True,indifferent,indifferent,True,True,indifferent
1670,www.healthline.com,True,indifferent,indifferent,True,True,indifferent
1671,www.google.it,True,indifferent,indifferent,True,True,indifferent
1672,www.amazon.ca,True,indifferent,indifferent,True,True,indifferent
1673,www.chess.com,True,indifferent,indifferent,True,True,indifferent
1674,www.google.com.br,True,indifferent,indifferent,True,True,indifferent
1678,www.amazon.com.mx,True,indifferent,indifferent,True,True,indifferent
1679,www.google.es,True,indifferent,indifferent,True,True,indifferent
1681,www.google.co.jp,True,indifferent,indifferent,True,True,indifferent
1683,en.gravatar.com,True,indifferent,indifferent,True,True,indifferent
1684,njuskalo.hr,True,indifferent,True,True,True,indifferent
1685,ninisite.com,True,indifferent,True,True,True,indifferent
1688,www.buzzfeed.com,True,indifferent,indifferent,True,True,indifferent
1691,www.independent.co.uk,True,indifferent,indifferent,True,True,indifferent
1693,netkeiba.com,False,True,True,True,True,indifferent
1694,www.ebay.co.uk,indifferent,indifferent,indifferent,True,True,indifferent
1695,www.bilibili.com,indifferent,indifferent,indifferent,True,True,indifferent
1696,www.mayoclinic.org,indifferent,indifferent,indifferent,True,True,indifferent
1697,www.patreon.com,indifferent,indifferent,indifferent,True,True,indifferent
1701,coinpayu.com,True,indifferent,True,True,True,indifferent
1702,onlinesbi.sbi,indifferent,indifferent,indifferent,True,True,indifferent
1703,bikewale.com,True,indifferent,True,True,True,indifferent
1705,www.amazon.fr,indifferent,indifferent,indifferent,True,True,indifferent
1712,jstor.org,True,indifferent,True,True,True,indifferent
1716,autodesk.com,unknown,True,True,True,True,indifferent
1720,www.ikea.com,indifferent,indifferent,indifferent,True,True,indifferent
1722,skokka.com,unknown,True,True,True,True,indifferent
1725,www.amazon.in,indifferent,indifferent,indifferent,True,True,indifferent
1726,bancodevenezuela.com,False,True,indifferent,True,True,indifferent
1728,syosetu.org,False,True,indifferent,True,True,indifferent
1730,www.thesun.co.uk,True,indifferent,indifferent,True,True,indifferent
1731,nesine.com,True,indifferent,True,True,True,indifferent
1732,xxxhdvideo.mobi,unknown,True,True,True,True,indifferent
1734,www.creditkarma.com,indifferent,indifferent,indifferent,True,True,indifferent
1735,storysaver.net,True,indifferent,True,True,True,indifferent
1738,m.imdb.com,unknown,True,indifferent,True,True,indifferent
1740,www.ilovepdf.com,indifferent,indifferent,indifferent,True,True,indifferent
1746,myactivity.google.com,True,indifferent,indifferent,True,True,indifferent
1749,www.scribd.com,True,indifferent,indifferent,True,True,indifferent
1750,eroterest.net,indifferent,indifferent,indifferent,True,True,indifferent
1752,dogdrip.net,unknown,True,True,True,True,indifferent
1753,thenetnaija.net,True,indifferent,True,True,True,indifferent
1754,ladies.de,unknown,True,True,True,True,indifferent
1758,clip2vip.com,indifferent,indifferent,indifferent,True,True,indifferent
1760,tjk.org,True,indifferent,True,True,True,indifferent
1761,apornvideo.com,indifferent,indifferent,indifferent,True,True,indifferent
1768,ruperttube.net,True,indifferent,True,True,True,indifferent
1769,www.amazon.co.jp,True,indifferent,indifferent,True,True,indifferent
1771,wapoz.info,True,indifferent,True,True,True,indifferent
1774,indiansexmms.me,True,indifferent,True,True,True,indifferent
1775,www.amazon.es,True,indifferent,indifferent,True,True,indifferent
1777,fabguys.com,True,indifferent,True,True,True,indifferent
1778,beta.character.ai,indifferent,indifferent,indifferent,True,True,indifferent
1780,www.wp.pl,True,indifferent,indifferent,True,True,indifferent
1781,coco.gg,indifferent,indifferent,indifferent,True,True,indifferent
1785,www.mediafire.com,indifferent,indifferent,indifferent,True,True,indifferent
1786,sexindrag.com,True,indifferent,True,True,True,indifferent
1787,winzogames.com,True,indifferent,True,True,True,indifferent
1791,www.freepik.com,True,indifferent,indifferent,True,True,indifferent
1792,librefutboltv.com,indifferent,indifferent,indifferent,True,True,indifferent
1799,arbada.com,True,indifferent,True,True,True,indifferent
1801,sex4arab.xxx,indifferent,indifferent,indifferent,True,True,indifferent
1804,www.amazon.it,True,indifferent,indifferent,True,True,indifferent
1805,xnxx.com.se,True,indifferent,indifferent,True,True,indifferent
1806,qorno.com,unknown,True,True,True,True,indifferent
1810,www.rightmove.co.uk,True,indifferent,indifferent,True,True,indifferent
1817,www.tokopedia.com,indifferent,indifferent,indifferent,True,True,indifferent
1819,in3x.net,indifferent,indifferent,indifferent,True,True,indifferent
1822,sarkariresult.com,unknown,True,True,True,True,indifferent
1825,wannonce.com,unknown,True,True,True,True,indifferent
1829,annunci69.it,unknown,True,True,True,True,indifferent
1831,centraldasapostas.net,True,indifferent,True,True,True,indifferent
1833,pornhat.one,unknown,True,True,True,True,indifferent
1836,www.deviantart.com,True,indifferent,indifferent,True,True,indifferent
1837,www.ancestry.com,True,indifferent,indifferent,True,True,indifferent
1839,www.espncricinfo.com,indifferent,indifferent,indifferent,True,True,indifferent
1840,m.ok.ru,indifferent,indifferent,indifferent,True,True,indifferent
1841,www.ecosia.org,True,indifferent,indifferent,True,True,indifferent
1842,smt.docomo.ne.jp,True,indifferent,indifferent,True,True,indifferent
1844,skelbiu.lt,unknown,True,True,True,True,indifferent
1845,www.avito.ru,indifferent,indifferent,indifferent,True,True,indifferent
1846,www.agoda.com,indifferent,indifferent,indifferent,True,True,indifferent
1848,shaalaa.com,True,indifferent,True,True,True,indifferent
1852,www.sportskeeda.com,indifferent,indifferent,indifferent,True,True,indifferent
1853,www.ebay.de,indifferent,indifferent,indifferent,True,True,indifferent
1854,www.biblegateway.com,True,indifferent,indifferent,True,True,indifferent
1856,www.asos.com,indifferent,indifferent,indifferent,True,True,indifferent
1857,scratch.mit.edu,True,indifferent,indifferent,True,True,indifferent
1858,pornfuck.net,unknown,True,True,True,True,indifferent
1859,www.fiverr.com,indifferent,indifferent,indifferent,True,True,indifferent
1861,www.naver.com,indifferent,indifferent,indifferent,True,True,indifferent
1862,www.t-online.de,True,indifferent,indifferent,True,True,indifferent
1863,publi24.ro,unknown,True,True,True,True,indifferent
1866,search.naver.com,indifferent,indifferent,indifferent,True,True,indifferent
1868,www.marca.com,True,indifferent,indifferent,True,True,indifferent
1871,destacamos.com,True,indifferent,True,True,True,indifferent
1876,www.mercadolibre.com.mx,True,indifferent,indifferent,True,True,indifferent
1879,www.nu.nl,indifferent,indifferent,indifferent,True,True,indifferent
1880,ss.com,True,indifferent,True,True,True,indifferent
1883,www.kleinanzeigen.de,indifferent,indifferent,indifferent,True,True,indifferent
1884,www.n-tv.de,True,indifferent,indifferent,True,True,indifferent
1887,today.line.me,indifferent,indifferent,indifferent,True,True,indifferent
1891,boatrace.jp,indifferent,indifferent,indifferent,True,True,indifferent
1892,wisc.edu,True,indifferent,True,True,True,indifferent
1893,www.detik.com,True,indifferent,indifferent,True,True,indifferent
1894,www.welt.de,indifferent,indifferent,indifferent,True,True,indifferent
1896,thscore.mobi,True,indifferent,True,True,True,indifferent
1897,diretta.it,True,indifferent,True,True,True,indifferent
1900,www.otto.de,True,indifferent,indifferent,True,True,indifferent
1901,www.amazon.com.br,True,indifferent,indifferent,True,True,indifferent
1905,www.remove.bg,indifferent,indifferent,indifferent,True,True,indifferent
1907,www.argos.co.uk,indifferent,indifferent,indifferent,True,True,indifferent
1908,list.am,unknown,True,True,True,True,indifferent
1909,amp.xhamster.com,True,indifferent,indifferent,True,True,indifferent
1912,www.eporner.com,True,indifferent,indifferent,True,True,indifferent
1916,www.wetter.com,True,indifferent,indifferent,True,True,indifferent
1918,homepage.mintnav.com,indifferent,indifferent,indifferent,True,True,indifferent
1922,m.naver.com,indifferent,indifferent,indifferent,True,True,indifferent
1924,www.aparat.com,True,indifferent,indifferent,True,True,indifferent
1925,m.bild.de,indifferent,indifferent,indifferent,True,True,indifferent
1929,365xxx.org,True,indifferent,True,True,True,indifferent
1931,www.youporn.com,True,indifferent,indifferent,True,True,indifferent
1933,www.discogs.com,indifferent,indifferent,indifferent,True,True,indifferent
1934,geny.com,True,indifferent,True,True,True,indifferent
1935,www.marktplaats.nl,True,indifferent,indifferent,True,True,indifferent
1938,escort.club,True,indifferent,True,True,True,indifferent
1939,hdhindisex.com,indifferent,indifferent,indifferent,True,True,indifferent
1941,animanch.com,indifferent,indifferent,indifferent,True,True,indifferent
1946,www.bilibili.tv,indifferent,indifferent,indifferent,True,True,indifferent
1949,oddspark.com,unknown,True,True,True,True,indifferent
1950,www.wildberries.ru,True,indifferent,indifferent,True,True,indifferent
1952,br.pinterest.com,indifferent,indifferent,indifferent,True,True,indifferent
1954,www.mobile.de,indifferent,indifferent,indifferent,True,True,indifferent
1956,www.trendyol.com,indifferent,indifferent,indifferent,True,True,indifferent
1958,www.lemonde.fr,True,indifferent,indifferent,True,True,indifferent
1961,www.seznam.cz,True,indifferent,indifferent,True,True,indifferent
1962,fulldesisex.com,indifferent,indifferent,indifferent,True,True,indifferent
1964,onlydesiporn.com,indifferent,indifferent,indifferent,True,True,indifferent
1966,www.flashscore.com,True,indifferent,indifferent,True,True,indifferent
1968,es.pornhub.com,True,indifferent,indifferent,True,True,indifferent
1969,www.semana.com,indifferent,indifferent,indifferent,True,True,indifferent
1970,forum.gamer.com.tw,True,indifferent,indifferent,True,True,indifferent
1974,www.mundodeportivo.com,indifferent,indifferent,indifferent,True,True,indifferent
1975,dto.jp,True,indifferent,True,True,True,indifferent
1976,www.uol.com.br,True,indifferent,indifferent,True,True,indifferent
1977,www.onet.pl,True,indifferent,indifferent,True,True,indifferent
1981,www.sozcu.com.tr,indifferent,indifferent,indifferent,True,True,indifferent
1983,www.eenadu.net,True,indifferent,indifferent,True,True,indifferent
1984,www.erome.com,True,indifferent,indifferent,True,True,indifferent
1986,www.redtube.com,True,indifferent,indifferent,True,True,indifferent
1987,www.interia.pl,True,indifferent,indifferent,True,True,indifferent
1988,www.merkur.de,True,indifferent,indifferent,True,True,indifferent
1989,www.hepsiburada.com,indifferent,indifferent,indifferent,True,True,indifferent
1994,m.search.naver.com,indifferent,indifferent,indifferent,True,True,indifferent
1995,wiadomosci.wp.pl,True,indifferent,indifferent,True,True,indifferent
1998,ge.xhamster.com,indifferent,indifferent,indifferent,True,True,indifferent
1999,homepage.vivo.com,indifferent,indifferent,indifferent,True,True,indifferent
2000,www.daum.net,indifferent,indifferent,indifferent,True,True,indifferent
2001,de.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2002,www.youjizz.com,True,indifferent,indifferent,True,True,indifferent
2003,www.nexusmods.com,indifferent,indifferent,indifferent,True,True,indifferent
2007,www.unotv.com,indifferent,indifferent,indifferent,True,True,indifferent
2008,bdvenlinea.banvenez.com,indifferent,indifferent,indifferent,True,True,indifferent
2009,www.hurriyet.com.tr,indifferent,indifferent,indifferent,True,True,indifferent
2010,www.globo.com,True,indifferent,indifferent,True,True,indifferent
2011,direct.lc.chat,indifferent,indifferent,indifferent,True,True,indifferent
2015,www.elmundo.es,True,indifferent,indifferent,True,True,indifferent
2017,rt.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2018,www.flipkart.com,True,indifferent,indifferent,True,True,indifferent
2019,www.mynet.com,indifferent,indifferent,indifferent,True,True,indifferent
2020,www.pravda.com.ua,True,indifferent,indifferent,True,True,indifferent
2021,www.lanacion.com.ar,indifferent,indifferent,indifferent,True,True,indifferent
2022,www.finn.no,indifferent,indifferent,indifferent,True,True,indifferent
2024,www.corriere.it,True,indifferent,indifferent,True,True,indifferent
2025,sportowefakty.wp.pl,True,indifferent,indifferent,True,True,indifferent
2026,www.news.com.au,unknown,True,indifferent,True,True,indifferent
2027,www.leboncoin.fr,True,indifferent,indifferent,True,True,indifferent
2030,www.vg.no,True,indifferent,indifferent,True,True,indifferent
2032,www.ebay.it,indifferent,indifferent,indifferent,True,True,indifferent
2033,www.francetvinfo.fr,indifferent,indifferent,indifferent,True,True,indifferent
2035,www.clarin.com,indifferent,indifferent,indifferent,True,True,indifferent
2036,www.turkiye.gov.tr,indifferent,indifferent,indifferent,True,True,indifferent
2037,www.ixxx.com,True,indifferent,indifferent,True,True,indifferent
2038,www.repubblica.it,True,indifferent,indifferent,True,True,indifferent
2040,www.abola.pt,True,indifferent,indifferent,True,True,indifferent
2041,www.gazzetta.it,True,indifferent,indifferent,True,True,indifferent
2042,cn.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2043,fr.xhamster.com,True,indifferent,indifferent,True,True,indifferent
2044,www.omegle.com,indifferent,indifferent,indifferent,True,True,indifferent
2045,www.boyfriendtv.com,True,indifferent,indifferent,True,True,indifferent
2048,m.daum.net,True,indifferent,indifferent,True,True,indifferent
2049,staseraintv.com,True,indifferent,indifferent,True,True,indifferent
2053,www.index.hr,indifferent,indifferent,indifferent,True,True,indifferent
2055,m.lightinthebox.com,indifferent,indifferent,indifferent,True,True,indifferent
2057,m.cricbuzz.com,indifferent,indifferent,indifferent,True,True,indifferent
2058,www.haberler.com,indifferent,indifferent,indifferent,True,True,indifferent
2062,m.gsmarena.com,True,indifferent,indifferent,True,True,indifferent
2063,www.conectate.com.do,True,indifferent,indifferent,True,True,indifferent
2064,www.protothema.gr,True,indifferent,indifferent,True,True,indifferent
2068,www.digikala.com,True,indifferent,indifferent,True,True,indifferent
2070,www.gismeteo.ru,True,indifferent,True,True,True,indifferent
2072,www.pornpics.com,True,indifferent,indifferent,True,True,indifferent
2073,ita.xhamster.com,indifferent,indifferent,indifferent,True,True,indifferent
2076,netbanking.hdfcbank.com,indifferent,indifferent,indifferent,True,True,indifferent
2078,member.sss.gov.ph,indifferent,indifferent,indifferent,True,True,indifferent
2079,infinix.servicewebly.com,indifferent,indifferent,indifferent,True,True,indifferent
2080,www.emag.ro,True,indifferent,indifferent,True,True,indifferent
2081,es.xhamster.com,True,indifferent,indifferent,True,True,indifferent
2082,www.myntra.com,indifferent,indifferent,indifferent,True,True,indifferent
2083,www.varzesh3.com,True,indifferent,indifferent,True,True,indifferent
2086,isaidub3.co,indifferent,indifferent,indifferent,True,True,indifferent
2088,sexybluefilm.com,indifferent,indifferent,indifferent,True,True,indifferent
2090,www.bfmtv.com,True,indifferent,indifferent,True,True,indifferent
2091,www.bancodevenezuela.com,True,indifferent,indifferent,True,True,indifferent
2093,www.tondae.net,indifferent,indifferent,indifferent,True,True,indifferent
2094,www.kurir.rs,True,indifferent,indifferent,True,True,indifferent
2096,www.furaffinity.net,indifferent,indifferent,indifferent,True,True,indifferent
2097,nl.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2098,fr.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2100,www.nairaland.com,indifferent,indifferent,indifferent,True,True,indifferent
2101,www.ouest-france.fr,indifferent,indifferent,indifferent,True,True,indifferent
2103,www3.animeflv.net,True,indifferent,indifferent,True,True,indifferent
2104,www.mercadolivre.com.br,True,indifferent,indifferent,True,True,indifferent
2106,game.granbluefantasy.jp,indifferent,indifferent,indifferent,True,True,indifferent
2107,news.livedoor.com,True,indifferent,indifferent,True,True,indifferent
2110,tw.stock.yahoo.com,True,indifferent,indifferent,True,True,indifferent
2111,www.otomoto.pl,True,indifferent,indifferent,True,True,indifferent
2112,www.xvideos.es,True,indifferent,indifferent,True,True,indifferent
2114,www.sondakika.com,indifferent,indifferent,indifferent,True,True,indifferent
2117,www.idnes.cz,True,indifferent,indifferent,True,True,indifferent
2118,www.minhngoc.net.vn,True,indifferent,indifferent,True,True,indifferent
2121,www.pornhub.org,True,indifferent,indifferent,True,True,indifferent
2123,ge.globo.com,True,indifferent,indifferent,True,True,indifferent
2125,www.jutarnji.hr,indifferent,indifferent,indifferent,True,True,indifferent
2127,www.cdiscount.com,indifferent,indifferent,indifferent,True,True,indifferent
2128,www.makemytrip.com,indifferent,indifferent,indifferent,True,True,indifferent
2132,www.fuq.com,True,indifferent,indifferent,True,True,indifferent
2133,zeenews.india.com,indifferent,indifferent,indifferent,True,True,indifferent
2134,www.dagbladet.no,indifferent,indifferent,indifferent,True,True,indifferent
2137,www.20minutos.es,True,indifferent,indifferent,True,True,indifferent
2139,www.aajtak.in,indifferent,indifferent,indifferent,True,True,indifferent
2140,finance.naver.com,indifferent,indifferent,indifferent,True,True,indifferent
2143,coursera.org,True,indifferent,True,True,True,indifferent
2145,www.leroymerlin.fr,True,indifferent,indifferent,True,True,indifferent
2146,www.mercadolibre.com.ar,True,indifferent,indifferent,True,True,indifferent
2147,www.justdial.com,indifferent,indifferent,indifferent,True,True,indifferent
2148,m.fabswingers.com,True,indifferent,indifferent,True,True,indifferent
2150,www.terra.com.br,indifferent,indifferent,indifferent,True,True,indifferent
2151,www.amazon.eg,True,indifferent,indifferent,True,True,indifferent
2153,www.blic.rs,True,indifferent,indifferent,True,True,indifferent
2154,www.njuskalo.hr,True,indifferent,indifferent,True,True,indifferent
2156,www.khabaronline.ir,True,indifferent,indifferent,True,True,indifferent
2158,www.fpo.xxx,True,indifferent,indifferent,True,True,indifferent
2159,tjsp.jus.br,indifferent,indifferent,indifferent,True,True,indifferent
2165,www.ilmeteo.it,indifferent,indifferent,indifferent,True,True,indifferent
2167,www.expressen.se,indifferent,indifferent,indifferent,True,True,indifferent
2168,m.sabah.com.tr,True,indifferent,indifferent,True,True,indifferent
2169,www.topmanhua.com,indifferent,indifferent,indifferent,True,True,indifferent
2170,www.fmkorea.com,True,indifferent,indifferent,True,True,indifferent
2172,pt.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2173,www.subito.it,indifferent,indifferent,indifferent,True,True,indifferent
2174,www.goojara.to,True,indifferent,indifferent,True,True,indifferent
2175,www.nesine.com,True,indifferent,indifferent,True,True,indifferent
2177,www.rbc.ua,indifferent,indifferent,indifferent,True,True,indifferent
2178,pl.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2181,www.namasha.com,True,indifferent,indifferent,True,True,indifferent
2182,m.hqporner.com,indifferent,indifferent,indifferent,True,True,indifferent
2183,www.storysaver.net,True,indifferent,indifferent,True,True,indifferent
2186,www.imagefap.com,True,indifferent,indifferent,True,True,indifferent
2187,www.joyclub.de,True,indifferent,indifferent,True,True,indifferent
2188,ww1.goojara.to,True,indifferent,indifferent,True,True,indifferent
2189,www.hdtube.porn,True,indifferent,indifferent,True,True,indifferent
2192,www.iltalehti.fi,True,indifferent,indifferent,True,True,indifferent
2193,www.pussyspace.com,True,indifferent,indifferent,True,True,indifferent
2195,auto.ria.com,True,indifferent,indifferent,True,True,indifferent
2196,app2dn.fextok.com,True,indifferent,indifferent,True,True,indifferent
2198,www.rokna.net,True,indifferent,indifferent,True,True,indifferent
2199,www.porn300.com,True,indifferent,indifferent,True,True,indifferent
2200,www.bartarinha.ir,True,indifferent,indifferent,True,True,indifferent
2201,www.publi24.ro,indifferent,indifferent,indifferent,True,True,indifferent
2203,tecno.servicewebly.com,indifferent,indifferent,indifferent,True,True,indifferent
2204,www.tjk.org,indifferent,indifferent,indifferent,True,True,indifferent
2205,m.fabguys.com,True,indifferent,indifferent,True,True,indifferent
2206,www.xnxx.press,True,indifferent,indifferent,True,True,indifferent
2209,www.bestsexporno.com,True,indifferent,indifferent,True,True,indifferent
2210,m.cafe.daum.net,True,indifferent,indifferent,True,True,indifferent
2211,www.elcorteingles.es,indifferent,indifferent,indifferent,True,True,indifferent
2212,www.sexindrag.com,True,indifferent,indifferent,True,True,indifferent
2213,www.1mg.com,True,indifferent,indifferent,True,True,indifferent
2215,erotik.markt.de,True,indifferent,indifferent,True,True,indifferent
2219,www.thenetnaija.net,True,indifferent,indifferent,True,True,indifferent
2221,www.prokerala.com,indifferent,indifferent,indifferent,True,True,indifferent
2222,m.kooora.com,indifferent,indifferent,indifferent,True,True,indifferent
2223,cz.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2225,www.coinpayu.com,True,indifferent,indifferent,True,True,indifferent
2226,www.bikewale.com,True,indifferent,indifferent,True,True,indifferent
2227,www.bt.dk,indifferent,indifferent,indifferent,True,True,indifferent
2228,www.apornvideo.com,indifferent,indifferent,indifferent,True,True,indifferent
2230,www.1377x.to,True,indifferent,indifferent,True,True,indifferent
2232,m.indiamart.com,indifferent,indifferent,indifferent,True,True,indifferent
2233,www.ninisite.com,True,indifferent,indifferent,True,True,indifferent
2235,www.3bmeteo.com,indifferent,indifferent,indifferent,True,True,indifferent
2238,www.amarujala.com,True,indifferent,indifferent,True,True,indifferent
2239,www.thscore.mobi,True,indifferent,indifferent,True,True,indifferent
2241,www.serviporno.com,indifferent,indifferent,indifferent,True,True,indifferent
2242,www.wapoz.info,True,indifferent,indifferent,True,True,indifferent
2245,m.dcinside.com,indifferent,indifferent,indifferent,True,True,indifferent
2246,www.clip2vip.com,indifferent,indifferent,indifferent,True,True,indifferent
2247,www.arbada.com,True,indifferent,indifferent,True,True,indifferent
2249,www.wnacg.com,indifferent,indifferent,indifferent,True,True,indifferent
2252,ua.sinoptik.ua,indifferent,indifferent,indifferent,True,True,indifferent
2253,www.milanuncios.com,True,indifferent,indifferent,True,True,indifferent
2257,it.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2258,mbigpara.hurriyet.com.tr,indifferent,indifferent,indifferent,True,True,indifferent
2260,m.ladies.de,indifferent,indifferent,indifferent,True,True,indifferent
2261,www.nikkansports.com,True,indifferent,indifferent,True,True,indifferent
2262,www.olx.com.br,True,indifferent,indifferent,True,True,indifferent
2263,m.haber7.com,True,indifferent,indifferent,True,True,indifferent
2264,www.jalan.net,indifferent,indifferent,indifferent,True,True,indifferent
2265,m.autoplius.lt,indifferent,indifferent,indifferent,True,True,indifferent
2266,www.ruperttube.net,True,indifferent,indifferent,True,True,indifferent
2267,www.ajio.com,indifferent,indifferent,indifferent,True,True,indifferent
2273,www.qorno.com,True,indifferent,indifferent,True,True,indifferent
2275,www.inven.co.kr,indifferent,indifferent,indifferent,True,True,indifferent
2276,www.nicovideo.jp,True,indifferent,indifferent,True,True,indifferent
2278,www.leroymerlin.es,True,indifferent,indifferent,True,True,indifferent
2279,www.dogdrip.net,indifferent,indifferent,indifferent,True,True,indifferent
2280,www.365xxx.org,True,indifferent,indifferent,True,True,indifferent
2282,www.fanpage.it,indifferent,indifferent,indifferent,True,True,indifferent
2283,www.livehindustan.com,indifferent,indifferent,indifferent,True,True,indifferent
2284,jp.pornhub.com,True,indifferent,indifferent,True,True,indifferent
2285,www.abplive.com,indifferent,indifferent,indifferent,True,True,indifferent
2286,m.skelbiu.lt,indifferent,indifferent,indifferent,True,True,indifferent
2289,www.netshoes.com.br,True,indifferent,indifferent,True,True,indifferent
2291,www.xxxhdvideo.mobi,indifferent,indifferent,indifferent,True,True,indifferent
2292,www.indiansexmms.me,True,indifferent,indifferent,True,True,indifferent
2293,www.oricon.co.jp,True,indifferent,indifferent,True,True,indifferent
2294,newsdig.tbs.co.jp,True,indifferent,indifferent,True,True,indifferent
2296,bbs.ruliweb.com,True,indifferent,indifferent,True,True,indifferent
2297,www.diretta.it,True,indifferent,indifferent,True,True,indifferent
2299,sp.pf.mbga.jp,True,indifferent,indifferent,True,True,indifferent
2300,m.magazineluiza.com.br,True,indifferent,indifferent,True,True,indifferent
2301,www.cmoa.jp,indifferent,indifferent,indifferent,True,True,indifferent
2302,www.sexvid.pro,True,indifferent,indifferent,True,True,indifferent
2305,m.tabor.ru,indifferent,indifferent,indifferent,True,True,indifferent
2309,v1.slashlib.me,indifferent,indifferent,indifferent,True,True,indifferent
2311,nlab.itmedia.co.jp,indifferent,indifferent,indifferent,True,True,indifferent
2312,www.pornfuck.net,indifferent,indifferent,indifferent,True,True,indifferent
2313,www.promiedos.com.ar,indifferent,indifferent,indifferent,True,True,indifferent
2315,beauty.hotpepper.jp,indifferent,indifferent,indifferent,True,True,indifferent
2317,www.sarkariresult.com,indifferent,indifferent,indifferent,True,True,indifferent
2321,m.ss.com,indifferent,indifferent,indifferent,True,True,indifferent
2322,www.carsensor.net,True,indifferent,indifferent,True,True,indifferent
2323,www.otvfoco.com.br,True,indifferent,indifferent,True,True,indifferent
2324,sp.oddspark.com,indifferent,indifferent,indifferent,True,True,indifferent
2325,bbs.animanch.com,indifferent,indifferent,indifferent,True,True,indifferent
2327,select.mamastar.jp,indifferent,indifferent,indifferent,True,True,indifferent
2329,www.coco.gg,indifferent,indifferent,indifferent,True,True,indifferent
2330,news.infoseek.co.jp,True,indifferent,unknown,True,False,relative
2331,www.list.am,indifferent,indifferent,indifferent,True,True,indifferent
2332,pl.escort.club,True,indifferent,indifferent,True,True,indifferent
