Host,IP,IPv4,TLS,HTTP/2,Messages Send,1xx,2xx,3xx,4xx,5xx,9xx,Avg Response Time,StdD Response Time,Avg Deviation Count,Avg Request Length,StdD Request Length,Avg URI Length,StdD URI Length,Avg Response Header Keys,StdD Response Header Keys,Avg Response Body Length,StdD Response Body Length
google.com,142.250.181.206,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.5217146158218384,0.0,0.0,314.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0
facebook.com,157.240.210.35,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.19173970222473144,0.0,0.0,316.0,0.0,1.0,0.0,18.0,0.0,0.0,0.0
microsoft.com,20.70.246.20,True,True,False,10,0.0,0.0,0.0,80.0,0.0,20.0,0.33916339874267576,0.0,0.0,317.0,0.0,1.0,0.0,3.2,1.6,0.0,0.0
googleapis.com,142.250.181.196,True,True,False,10,0.0,0.0,0.0,90.0,0.0,10.0,0.16270155906677247,0.0,0.0,318.0,0.0,1.0,0.0,4.5,1.5,0.0,0.0
youtube.com,142.251.209.142,True,True,False,10,0.0,90.0,0.0,0.0,0.0,10.0,0.16371769905090333,0.0,0.0,315.0,0.0,1.0,0.0,17.1,5.700000000000001,0.0,0.0
google.com,142.250.181.206,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.34151759147644045,0.542842725618418,0.0,0.0,314.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0
facebook.com,157.240.210.35,True,True,False,10,0.0,80.0,0.0,0.0,0.0,20.0,0.1827690839767456,0.18787378614923647,0.0,0.0,316.0,0.0,1.0,0.0,14.4,7.2,0.0,0.0
microsoft.com,20.70.246.20,True,True,False,10,0.0,0.0,0.0,80.0,0.0,20.0,0.3329418182373047,0.24868588174552841,0.0,0.0,317.0,0.0,1.0,0.0,3.2,1.6000000000000003,0.0,0.0
googleapis.com,142.250.181.196,True,True,False,10,0.0,0.0,0.0,90.0,0.0,10.0,0.3181025743484497,0.3919227716401216,0.0,0.0,318.0,0.0,1.0,0.0,4.5,1.5,0.0,0.0
youtube.com,142.251.209.142,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.12205901145935058,0.07776999835019045,0.0,0.0,315.0,0.0,1.0,0.0,19.2,0.4,0.0,0.0
apple.com,17.253.144.10,True,True,False,10,0.0,0.0,0.0,100.0,0.0,0.0,0.14337470531463622,0.1252160585707475,0.0,0.0,313.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0
www.google.com,142.251.209.132,True,True,False,10,0.0,0.0,0.0,90.0,0.0,10.0,0.17201426029205322,0.09808963803852953,0.0,0.0,318.0,0.0,1.0,0.0,4.5,1.5,0.0,0.0
twitter.com,104.244.42.65,True,True,False,10,0.0,0.0,90.0,0.0,0.0,10.0,0.18893489837646485,0.1230548135710277,0.0,0.0,315.0,0.0,1.0,0.0,8.1,2.7,0.0,0.0
instagram.com,157.240.210.174,True,True,False,10,0.0,100.0,0.0,0.0,0.0,0.0,0.20109550952911376,0.08057996608110596,0.0,0.0,317.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
netflix.com,54.155.246.232,True,True,False,10,0.0,0.0,100.0,0.0,0.0,0.0,0.3733793020248413,0.2681215496472531,0.0,0.0,315.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0
gstatic.com,172.217.19.67,True,True,False,10,0.0,0.0,0.0,90.0,0.0,10.0,0.06191704273223877,0.07582848491200955,0.0,0.0,315.0,0.0,1.0,0.0,7.2,2.4000000000000004,0.0,0.0
